"","ID","XCOO","YCOO","ELEV","COUN","ASP","GENLAN","TOPO","GROUNDVEG","TREELAY","VEG_ZONE","Date","SAMP","SPECIES","LITO","C_PAR","TOPC","WEATH","TEMP","Ag","Al","As","Au","B","Ba","Be","Bi","Ca","Cd","Co","Cr","Cu","Fe","Hg","K","La","Mg","Mn","Mo","Na","Ni","P","Pb","Pd","Pt","Rb","S","Sb","Sc","Se","Si","Sr","Th","Tl","U","V","Y","Zn"
"353",459,695675.7,7595470,140,"RUS","SW","RIDGE","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950813,"Semenov","HSDR",1,"FLUVG",70,"MIX",10,0.033,132,0.088,0.17,2.38,20.2,0.015,0.016,2110,0.09,0.52,0.36,7.75,117,0.031,4330,0.35,1050,376,0.049,135,8.38,927,1.49,0.9,0.1,13,771,0.05,0.05,0.4,155,11.1,0.017,0.016,0.008,1.04,0.05,27.4
"354",460,829415.8,7486012,200,"RUS","W","RIDGE","CONVLOW","LICHEN","PINE","BOREAL_FOREST",950715,"Katanaev","HSDC",52,"TILL",38,"DRY",12,0.095,587,0.337,0.3,3.27,7.95,0.015,0.032,2530,0.128,1.07,0.91,25.4,454,0.082,4550,0.9,914,360,0.165,112,20.8,1340,5.61,3.35,0.5,10.5,1050,0.077,0.05,0.4,315,17,0.054,0.124,0.03,3.92,0.2,29
"355",461,742425,7639655,160,"RUS","E","SLOPE","LOWBRMED","MOSS","BIRCH","BOREAL_FOREST",950818,"Smirnov","HSSC",20,"TILL",40,"DRY",15,0.06,270,0.352,0.19,3.09,18.2,0.015,0.047,2400,0.145,0.89,1.12,18.6,363,0.052,5410,0.35,1050,441,0.145,98.3,18,1710,3.94,2.32,0.3,18.1,1010,0.08,0.05,0.4,204,16.9,0.033,0.043,0.019,6.15,0.1,43.2
"356",462,552178.7,7653707,150,"FIN","NE","PLAIN","CONCMED","","PIBI","BOREAL_FOREST",950727,"JARR","HSDC",20,"TILL",50,"MIX",15,0.029,143,0.206,0.25,1.24,16.2,0.015,0.024,1940,0.094,0.37,0.5,7.31,136,0.034,3870,0.35,799,580,0.078,37.2,6.79,1190,2.7,0.33,0.1,17.4,770,0.038,0.05,0.4,134,5.96,0.022,0.127,0.005,1.09,0.05,27.1
"357",463,486405.6,7448192,245,"FIN","N","PLAIN","CONCLOW","MOSS","PIBI","BOREAL_FOREST",950830,"RPMA","HSSC",51,"TILL",48,"DRY",10,0.034,298,0.211,0.26,2.25,20.8,0.015,0.023,2790,0.11,0.29,1.49,5.89,307,0.06,3460,0.35,748,942,0.129,35.9,2.42,1200,4.83,0.24,0.1,15.4,878,0.06,0.05,0.4,234,6.76,0.054,0.057,0.018,2.23,0.1,40.3
"358",466,834260,7529338,190,"RUS","S","RIDGE","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950716,"Katanaev","HSDC",20,"TILLSAP",50,"DRY",16,0.039,288,0.189,0.14,3.09,21.5,0.015,0.025,2450,0.075,0.43,0.49,9.5,215,0.048,4630,0.35,868,741,0.113,66.7,7.77,1420,3.25,0.93,0.1,22.2,940,0.053,0.05,0.4,245,27.4,0.039,0.028,0.023,2.85,0.1,33.8
"359",468,599609.3,7526860,260,"FIN","N","PLAIN","CONCLOW","","","",950815,"RPAV","HSDR",81,"TILL",53,"DRY",17,0.023,238,0.19,0.33,1.76,16.4,0.015,0.017,2390,0.071,0.38,0.82,6.2,271,0.056,4000,0.35,783,952,0.072,41.4,3.95,1270,2.52,0.42,0.1,17.9,924,0.031,0.05,0.4,259,6.68,0.1,0.058,0.032,1.54,0.1,25.7
"360",469,385000,7647000,395,"NOR","W","FLAT","CONVLO","LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",950714,"JHOJTV","PSSC",1,"FLUVG",33,"DRY",10,0.025,168,0.118,0.16,1.52,27.9,0.015,0.014,2940,0.1,0.28,0.55,4.87,201,0.067,4550,0.35,1160,502,0.053,26.5,2.75,1400,3.83,0.21,0.1,11.6,947,0.038,0.05,0.4,208,11.4,0.032,0.015,0.014,1.19,0.05,64.6
"361",470,530949,7832556,140,"NOR","S","SLOPE","LOWBRLO","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950726,"JHOJTV","PSDR",10,"",NA,"MIX",8,0.038,247,0.161,NA,2.16,20.5,0.1,0.027,3000,0.058,0.48,0.52,6.86,258,0.068,4040,0.35,1550,83.2,0.059,121,5.92,865,7.86,NA,NA,3.19,823,0.059,0.05,0.4,250,20.7,0.032,0.013,0.02,2.17,0.2,21.6
"362",471,628462.6,7590110,170,"RUS","SE","RIDGE","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950817,"Pavlov","HSDR",32,"FLUVG",43,"MIX",17,0.024,98.4,0.135,0.15,2.3,26.8,0.015,0.013,2580,0.083,0.3,0.35,5.94,112,0.075,4420,0.35,946,399,0.058,176,4.38,1380,1.85,0.42,0.1,10.1,849,0.057,0.05,0.4,135,10.4,0.019,0.012,0.002,1.22,0.05,36.8
"363",472,626200,7397600,260,"RUS","W","RIDGE","UPBRMED","MOSS","SPRBI","BOREAL_FOREST",950811,"Smirnov","HSDC",52,"TILL",30,"DRY",12,0.028,81.6,0.089,0.07,3.28,30.6,0.015,0.016,2810,0.086,0.27,0.26,5.75,82.8,0.052,5450,0.35,1500,664,0.069,20.7,2.48,1810,1.87,0.27,0.1,12.5,875,0.025,0.05,0.4,134,4.29,0.012,0.012,0.005,0.84,0.05,48.3
"364",474,759920.8,7610899,160,"RUS","FLAT","PLAIN","TOPFLAT","LICHEN","PIBI","BOREAL_FOREST",950718,"Smirnov","HSSC",20,"FLUVG",22,"DRY",17,0.11,285,0.394,0.45,1.75,12.3,0.015,0.069,2000,0.258,1.88,1.05,36.1,656,0.071,3800,0.35,825,448,0.264,98.9,38.8,889,3.55,5.72,1.2,9.3,814,0.064,0.05,0.4,254,13.4,0.051,0.02,0.025,3.26,0.1,20.9
"365",475,767144.3,7626489,170,"RUS","W","LOWMO","CONCLOW","","","",950801,"Pavlov","PSSR",20,"TILL",45,"DRY",21,0.108,201,0.221,0.3,2.12,16.6,0.015,0.041,2580,0.167,1.39,0.6,29.7,395,0.04,4970,0.35,1060,383,0.12,127,29.2,1100,3.41,4.25,0.7,11.5,820,0.053,0.05,0.4,210,10.4,0.029,0.021,0.015,3.61,0.05,27.7
"366",476,853360.4,7438232,120,"RUS","FLAT","RIDGE","TOP","MOSS","PIBI","BOREAL_FOREST",950715,"Katanaev","HSDC",1,"TILL",35,"DRY",12,0.036,218,0.18,0.17,2.96,20.4,0.015,0.022,2750,0.079,0.39,0.41,8.54,211,0.061,4400,0.35,997,566,0.101,77.2,6.8,1310,3.45,0.97,0.1,14.9,921,0.046,0.05,0.4,208,8.12,0.025,0.071,0.013,2.15,0.05,27.9
"367",478,504166,7759766,270,"NOR","N","RIDGE","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950723,"OJGKTV","HSDC",51,"FLUVG",40,"MIX",8,0.012,71.5,0.093,0.07,1.39,13.3,0.015,0.005,1990,0.067,0.2,0.27,3.82,84.9,0.067,3170,0.35,984,393,0.196,53,1.85,673,1.36,0.17,0.1,5.06,731,0.019,0.05,0.4,500,7.31,0.009,0.013,0.002,0.54,0.05,24.9
"368",481,433200,7775000,170,"NOR","NW","SLOPE","CONVLOW","MOSS","SPARCEBI","FOREST_TUNDRA",950713,"CRJHOJTV","HSDR",10,"TILL",65,"RAIN",9,0.011,166,0.083,0.27,3.17,20.4,0.015,0.006,2810,0.041,0.35,0.49,3.7,177,0.062,3810,0.35,1320,385,0.039,99.6,1.64,988,1.6,0.29,0.1,4.88,742,0.021,0.05,0.4,204,9.44,0.023,0.011,0.008,0.79,0.05,18.5
"369",482,686160.6,7516745,150,"RUS","W","RIDGE","TOPFLAT","MOSS","SPRPIBI","BOREAL_FOREST",950623,"Pavlov","HSDC",1,"TILL",35,"DRY",21,0.039,173,0.206,0.17,1.63,19,0.015,0.033,2410,0.079,0.56,0.5,12.2,241,0.073,4030,0.35,861,534,0.106,46.1,10.2,1150,2.43,1.6,0.5,14.6,816,0.043,0.05,0.4,186,8.41,0.022,0.024,0.015,1.97,0.05,34.6
"370",483,525639.5,7437697,175,"FIN","NW","PLAIN","CONCLOW","MOSS","PISPRBI","BOREAL_FOREST",950629,"RPVM","HSSR",51,"FLUV",47,"MIX",10,0.027,234,0.128,0.35,0.71,10.9,0.015,0.02,2040,0.06,0.26,1.02,4.35,272,0.075,3700,0.35,772,571,0.075,40.2,1.65,953,2.66,0.32,0.1,21,718,0.037,0.1,0.4,290,2.96,0.035,0.035,0.009,1.51,0.2,47.3
"371",484,554727.6,7548650,280,"FIN","NW","PLAIN","CONCLOW","MOSS","PISPR","BOREAL_FOREST",950810,"RPAV","HSSC",1,"FLUV",49,"MIX",8,0.022,86.6,0.08,0.28,0.82,14.4,0.015,0.01,1880,0.032,0.12,0.3,3.84,73.1,0.036,2260,0.35,518,490,0.042,16.6,1.82,542,1.99,0.27,0.2,9.36,543,0.024,0.05,0.4,108,2.47,0.01,0.019,0.002,0.72,0.05,35.5
"372",485,451140,7702690,180,"NOR","NW","PLAIN","CONVLOW","MOSS","SPARCEBI","BOREAL_FOREST",950713,"GKPCTF","HSSC",1,"TILL",52,"MIX",10,0.017,140,0.092,0.17,0.89,18.6,0.015,0.011,2490,0.046,0.24,0.47,4.03,127,0.084,3690,0.35,1120,523,0.045,33.7,2.15,1260,1.52,0.19,0.1,10.8,714,0.019,0.05,0.4,154,4.24,0.016,0.012,0.006,0.69,0.05,25.4
"373",487,783213,7459406,70,"RUS","FLAT","FLAT","FLAT","LICHEN","BIRCH","SHRUB_TUNDRA",950714,"Semenov","HSSC",32,"TILL",30,"MIX",8,0.067,392,0.295,0.26,2.41,24.9,0.015,0.026,3300,0.101,0.73,0.63,19.7,366,0.068,4370,0.35,1120,494,0.138,33.3,15.9,1670,3.11,2.97,0.5,12.9,1130,0.063,0.05,0.4,283,12.6,0.03,0.059,0.019,3.02,0.1,43.1
"374",488,832165.4,7462840,150,"RUS","NW","RIDGE","CONCLOW","MOSS","SPRPI","BOREAL_FOREST",950715,"Katanaev","HSDC",51,"TILL",45,"DRY",12,0.06,521,0.306,0.2,2.16,17.9,0.015,0.032,2760,0.122,0.8,1.17,16.2,472,0.052,4620,0.35,1260,398,0.137,72.3,13.4,1580,3.87,2.01,0.3,12.8,993,0.055,0.1,0.4,367,15.1,0.049,0.06,0.021,3.04,0.2,37.5
"375",489,738790.6,7705361,40,"RUS","S","RIDGE","CONVMED","MOSS","BIRCH","FOREST_TUNDRA",950812,"Pavlov","HSSC",4,"TILL",51,"RAIN",11,0.028,134,0.199,0.16,2.45,11.8,0.015,0.019,2720,0.083,0.55,0.68,11.4,202,0.045,3960,0.35,1360,194,0.086,283,12,1420,2.44,0.82,0.2,5.65,888,0.038,0.05,0.4,142,16,0.014,0.01,0.008,3.25,0.05,21
"376",490,574619.5,7706635,140,"FIN","N","FLAT","CONVLOW","LICHEN","PINE","BOREAL_FOREST",950723,"MLRMAVG","HSSC",7,"FLUV",43,"MIX",12,0.023,104,0.2,0.21,1.37,14.4,0.015,0.012,2620,0.058,0.49,0.49,10.2,189,0.093,3920,0.35,1040,695,0.056,65.6,11.9,1210,2.31,0.43,0.1,15.2,879,0.028,0.05,0.4,140,4.36,0.022,0.029,0.059,0.87,0.05,61.1
"377",491,451200,7875100,70,"NOR","N","HIMO","CONCLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950715,"CRPCTF","HSSC",10,"TILL",56,"DRY",12,0.021,644,0.124,0.15,2.36,14.8,0.015,0.012,2280,0.041,0.53,1.38,4.02,757,0.092,3370,0.7,1970,88.6,0.084,329,2.76,1010,1.79,0.22,0.1,6.32,661,0.022,0.2,0.4,409,18.9,0.108,0.026,0.039,2.02,0.4,13.3
"378",492,510465.7,7679296,175,"FIN","S","FLAT","FLAT","MOSS","BIPI","BOREAL_FOREST",950725,"MAVG","HSSC",20,"TILL",35,"DRY",20,0.02,200,0.127,0.22,1.97,17.1,0.015,0.016,2540,0.053,0.18,0.1,5.1,83.5,0.052,3900,0.35,1200,602,0.016,37.9,3.1,1330,1.88,0.27,0.1,11.9,798,0.021,0.05,0.4,156,4.43,0.009,0.005,0.002,0.71,0.05,29.7
"379",493,837232.5,7657498,160,"RUS","NW","RIDGE","CONVLOW","LICHEN","SPARCEBI","FOREST_TUNDRA",950727,"Pavlov","PSSC",4,"TILL",38,"DRY",20,0.051,281,0.164,0.2,2.08,18.5,0.015,0.023,2770,0.081,0.66,0.34,13.2,342,0.068,4690,0.35,1400,215,0.044,139,13.9,1230,4.09,2.26,0.5,4.49,930,0.039,0.05,0.4,274,16.3,0.061,0.008,0.016,2.19,0.05,32.2
"380",496,783627.6,7695288,220,"RUS","FLAT","RIDGE","TOPFLAT","MOSS","","TUNDRA",950727,"Pavlov","PSSC",4,"TILLSAP",50,"DRY",17,0.092,340,0.233,0.47,2.03,24.5,0.015,0.03,2650,0.156,0.87,0.69,23.2,386,0.064,6330,0.35,1300,206,0.096,248,20.1,1580,4.43,3.07,0.6,9.9,951,0.089,0.05,0.4,268,51.1,0.036,0.012,0.019,5.62,0.1,31.3
"381",497,582756,7817622,240,"NOR","NE","SLOPE","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950729,"GKJHTV","HSSC",9,"TILL",27,"MIX",9,0.027,2680,0.441,0.15,5.06,175,0.84,0.023,3490,0.088,1.48,2.71,6.55,2070,0.043,4580,1.2,2280,170,0.06,95.4,7.71,1370,3.34,0.23,0.2,6.69,967,0.024,0.5,0.4,710,29.3,0.319,0.027,0.231,3.83,2,22
"382",498,422319,7742095,330,"NOR","NE","LOWMO","CONCMED","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950720,"CRPCTV","HSDC",1,"BEDR",23,"DRY",10,0.013,278,0.124,0.7,1.82,61.6,0.06,0.005,2690,0.056,3.22,0.1,4.51,265,0.044,3100,1.3,1050,270,0.032,81.5,4.07,742,2.12,0.12,0.1,4.85,681,0.029,0.05,0.4,150,16.6,0.013,0.014,0.008,1.08,0.4,26.7
"383",499,690785.4,7713005,100,"RUS","W","RIDGE","LOWBRLOW","MOSS","BIRCH","FOREST_TUNDRA",950820,"Smirnov","HSSC",21,"FLUVG",56,"RAIN",6,0.072,179,0.395,0.27,2.56,14,0.015,0.021,2590,0.086,1.49,2.57,28.3,617,0.047,3920,0.35,1440,138,0.097,162,46,1240,3.08,0.94,0.4,7.16,901,0.052,0.05,0.4,235,10.2,0.026,0.017,0.011,1.83,0.05,33.1
"384",500,630500,7733700,50,"NOR","SE","SLOPE","LOWBRLO","MOSS","BIRCH","FOREST_TUNDRA",950729,"CRTF","HSDC",20,"TILL",42,"DRY",14,0.04,171,0.747,0.39,2.32,12.7,0.015,0.029,2400,0.104,2.29,2.09,44.4,867,0.047,3830,0.35,1260,275,0.074,77.6,64.7,1260,3.39,1.66,0.6,8.15,954,0.049,0.05,0.4,238,7.91,0.022,0.03,0.011,1.85,0.05,25
"385",501,741204.4,7613091,180,"RUS","SW","LOWMO","CONCLOW","LICHEN","PISPRBI","BOREAL_FOREST",950728,"Pavlov","PSSC",20,"TILL",30,"DRY",20,0.158,245,0.358,0.74,2.96,21.3,0.015,0.068,2450,0.221,2.77,1.02,67.2,337,0.048,5530,0.35,886,552,0.229,333,63.4,1250,4.02,10.9,2.1,13.1,1050,0.092,0.05,0.4,236,8.73,0.027,0.017,0.013,3.47,0.05,21.1
"386",504,507900,7811150,310,"NOR","NW","SLOPE","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950724,"JHGKTV","PSDR",10,"SAP",NA,"MIX",10,0.014,84.9,0.103,NA,1.88,9.65,0.015,0.009,2630,0.073,0.25,0.31,3.68,80.4,0.063,3670,0.35,1030,499,0.045,40.7,1.95,1160,1.52,NA,NA,7.42,794,0.018,0.05,0.4,70.2,4.37,0.009,0.015,0.002,0.6,0.05,31
"387",505,633670.8,7520183,115,"RUS","FLAT","SLOPE","TERR","LICHEN","PIBI","BOREAL_FOREST",950804,"Smirnov","HSSC",1,"FLUVG",40,"MIX",15,0.046,166,0.155,0.09,3.07,14.5,0.015,0.028,2670,0.103,0.36,0.63,7.57,167,0.043,3820,0.35,1200,563,0.078,69.1,4.21,1310,2.28,0.66,0.2,15.5,848,0.039,0.05,0.4,139,6.92,0.019,0.014,0.009,1.6,0.05,28
"388",506,494802.1,7536655,252,"FIN","FLAT","FLAT","FLAT","MOSS","BISPR","BOREAL_FOREST",950614,"JAMAMRL","HSDR",51,"TILL&SAP",52,"DRY",22,0.018,206,0.125,0.08,1.07,12.3,0.015,0.012,2240,0.076,0.22,0.67,4.29,168,0.053,3730,0.35,1260,330,0.075,16.3,1.98,1180,2.9,0.29,0.1,13.2,778,0.034,0.05,0.4,158,4.67,0.021,0.02,0.007,1.2,0.05,25.5
"389",507,542832.5,7628437,230,"FIN","NW","PLAIN","BRUPLOW","MOSS","PIBI","BOREAL_FOREST",950714,"MLR","HSDR",32,"TILL",37,"DRY",12,0.021,133,0.166,1.61,1.14,12.1,0.015,0.019,2070,0.085,0.29,0.5,6.42,139,0.056,3690,0.35,1040,702,0.054,51.3,4.22,1290,2.41,0.32,0.2,8.65,833,0.023,0.05,0.4,107,6.25,0.02,0.025,0.004,0.98,0.05,30.5
"390",508,733850.3,7469706,200,"RUS","NE","LOWMO","UPBRMED","MOSS","PIBI","BOREAL_FOREST",950705,"Smirnov","HSDR",1,"TILLSAP",42,"RAIN",15,0.137,2990,0.694,0.33,4.27,26.2,0.22,0.203,2400,0.254,2.24,2.23,36.2,3150,0.081,4930,1.2,868,696,0.366,92.5,39.8,1500,14.8,5.28,1.3,25.5,1010,0.209,0.1,0.4,270,18.5,0.047,0.115,0.031,31.5,0.2,30.8
"391",511,762599.4,7514323,130,"RUS","E","RIDGE","TOP","MOSS","PISPRBI","BOREAL_FOREST",950606,"Smirnov","HSSC",52,"FLUVG",44,"MIX",6,0.181,1950,0.589,0.56,3.91,28.1,0.1,0.038,2900,0.207,3.33,1.76,59.5,1480,0.065,5250,4.7,1060,349,0.344,119,59,1720,3.81,11.2,2.4,21.1,959,0.069,0.05,0.4,465,61.5,0.185,0.023,0.069,8.04,1,29.8
"392",512,563600,7840700,60,"NOR","FLAT","SLOPE","FLATTER","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950727,"GKJHOJ","PSSC",10,"FLUVG",35,"DRY ",12,0.029,112,0.093,0.05,1.38,23.4,0.015,0.012,2110,0.048,0.18,0.43,3.8,130,0.05,4640,0.35,1490,156,0.056,197,2.35,867,3.57,0.35,0.2,3.52,681,0.028,0.05,0.4,108,18.1,0.018,0.007,0.014,0.91,0.05,19.5
"393",513,462215.5,7449342,205,"FIN","E","PLAIN","CONVLOW","MOSS","PISPRBI","BOREAL_FOREST",950711,"VGHNMA","HSSC",7,"TILL",50,"MIX",13,0.027,166,0.151,0.09,1.18,25.7,0.015,0.024,2610,0.09,0.18,1.1,5.18,139,0.045,3800,0.35,900,860,0.126,18.6,1.83,1320,3.96,0.26,0.2,22.6,858,0.048,0.05,0.4,205,6.02,0.021,0.322,0.01,1.55,0.05,35.4
"394",514,412412,7804689,320,"NOR","SW","PLAIN","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950716,"CRPCTF","HSSC",10,"TILL",55,"DRY",14,0.031,300,0.173,0.4,0.98,16.3,0.015,0.018,2570,0.043,0.3,0.63,5.74,331,0.074,3280,1.7,1550,47.7,0.091,122,2.49,1040,3.9,0.31,0.1,5.68,867,0.038,0.05,0.4,285,20.5,0.067,0.026,0.174,1.44,1,21.6
"395",515,739220.5,7480682,210,"RUS","S","RIDGE","LOWBRLOW","MOSS","PINE","BOREAL_FOREST",950704,"Semenov","PSSC",1,"TILL",40,"DRY",18,0.13,913,0.404,0.5,3.92,13.3,0.08,0.091,2430,0.222,2.22,1.61,40.8,1090,0.061,6350,0.8,1020,487,0.252,103,40.3,1440,6.33,6.85,1.4,27.1,1120,0.095,0.05,0.4,242,14,0.035,0.071,0.021,16.2,0.1,33.2
"396",516,418170,7694100,300,"NOR","SW","FLAT","CONVLOW","MOSS","BIRCH","FOREST_TUNDRA",950718,"JHPCTF","HSSR",51,"TILL",52,"MIX",14,0.018,97,0.107,0.07,1.03,8.64,0.015,0.011,2220,0.052,0.17,0.34,3.88,62.1,0.033,3460,0.35,1260,367,0.042,51.8,1.77,1260,1.35,0.19,0.1,12.4,668,0.017,0.05,0.4,50.7,3.44,0.006,0.008,0.002,0.52,0.05,29
"397",517,631400,7808600,190,"NOR","FLAT","PLAIN","FLAT","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950728,"GKOJTV","PSDR",9,"TILLSAP",35,"MIX",10,0.043,571,0.304,0.14,2.57,23.7,0.04,0.027,2420,0.078,0.79,1.03,8.57,672,0.102,5140,0.35,1800,356,0.08,152,8.78,1210,4.86,0.71,0.1,3.54,792,0.045,0.05,0.4,439,9.18,0.065,0.019,0.029,2.46,0.2,36.5
"398",518,566086,7745086,230,"NOR","FLAT","SLOPE","UPBRLOW","MOSS","BIRCH","FOREST_TUNDRA",950725,"JHGKTV","PSSC",20,"FLUVG",46,"MIX",8,0.031,117,0.179,0.03,1.24,20.6,0.015,0.014,3270,0.09,0.39,0.52,7.57,161,0.057,4610,0.35,1310,352,0.074,59.2,7.3,1250,2.74,0.48,0.1,12.5,849,0.034,0.05,0.4,143,8.26,0.014,0.012,0.025,0.99,0.05,35.9
"399",519,712086.4,7704946,120,"RUS","NE","LOWMO","CONVMED","BLUEBERRY","BIRCH","FOREST_TUNDRA",950812,"Semenov","HSDC",4,"TILLSAP",40,"RAIN",8,0.032,327,0.199,0.25,6.14,18.2,0.015,0.015,2940,0.097,1.06,1.89,14,448,0.036,5440,0.35,1580,130,0.08,245,21.3,1360,1.88,1.14,0.3,10.9,1020,0.137,0.05,0.4,249,17.2,0.076,0.012,0.02,2.66,0.05,44.1
"400",520,475110.2,7618971,230,"FIN","FLAT","FLAT","TER","MOSS","PIBI","BOREAL_FOREST",950703,"JARR","HSDR",32,"TILL",37,"DRY",12,0.023,155,0.19,0.54,1.93,20.7,0.015,0.014,2950,0.055,0.23,0.52,4.88,146,0.053,3370,0.35,866,716,0.071,35,2.23,970,2.41,0.26,0.2,4.99,825,0.035,0.05,0.4,124,9.38,0.024,0.032,0.006,1.08,0.05,31.2
"401",522,415550,7874700,30,"NOR","NW","SLOPE","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950712,"CRJHTF","HSSC",10,"TILL",70,"RAIN",3,0.021,471,0.15,0.41,9.51,24.1,0.015,0.016,3520,0.053,0.41,0.96,4.24,705,0.09,3000,1.1,1940,108,0.141,435,2.35,780,3.56,0.31,0.2,2.97,801,0.039,0.1,0.4,380,22.8,0.168,0.052,0.104,2.37,0.4,19.2
"402",523,418692,7762975,280,"NOR","NE","HIMO","CONVLOW","MOSS","BIRCH","DWARF_SHRUB_TUNDRA",950720,"CRPCTV","HSDR",10,"TILL",80,"DRY",10,0.013,332,0.111,0.21,3.7,27.9,0.015,0.009,3340,0.039,0.79,0.54,3.81,405,0.057,3690,0.35,1090,717,0.053,87.6,2,946,1.71,0.29,0.1,5.87,778,0.033,0.05,0.4,262,5.33,0.048,0.016,0.012,0.98,0.1,17.5
"403",526,600600,7612000,105,"RUS","E","PLAIN","UPBRLOW","MOSS","PISPRBI","BOREAL_FOREST",950826,"Smirnov","HSDC",31,"TILL",39,"RAIN",10,0.036,186,0.151,0.11,4.01,20.8,0.015,0.014,2650,0.084,0.35,0.51,6.71,207,0.054,5780,0.35,1110,469,0.043,60.5,5.77,1780,1.63,0.46,0.1,15.5,985,0.039,0.05,0.4,192,8.64,0.028,0.036,0.005,1.04,0.05,36.4
"404",527,651285.1,7390165,130,"RUS","N","RIDGE","CONCLOW","MOSS","SPRBI","BOREAL_FOREST",950702,"Pavlov","HSSC",1,"TILL",52,"MIX",15,0.039,200,0.23,0.26,11.7,20.1,0.015,0.028,3220,0.084,0.35,0.47,7.25,181,0.07,4070,0.35,1050,866,0.122,30.6,3.93,1380,3.38,0.62,0.2,12.5,983,0.083,0.05,0.4,183,6.98,0.037,0.055,0.014,1.93,0.05,34.1
"405",528,658575.6,7719584,70,"RUS","NE","PLAIN","UPBRLOW","MOSS","BIRCH","FOREST_TUNDRA",950823,"Smirnov","PSDC",20,"FLUVG",45,"RAIN",12,0.098,309,1,0.36,3.93,13.1,0.015,0.022,3170,0.176,8.89,8.59,134,2520,0.057,7300,0.35,2120,236,0.103,301,276,1630,2.04,2.17,0.8,10.5,1790,0.05,0.05,0.4,344,8.92,0.032,0.015,0.017,3.5,0.05,33.1
"406",529,448271.2,7480429,260,"FIN","N","FLAT","CONCLOW","MOSS","SPRPI","BOREAL_FOREST",950720,"VGMA","HSSC",51,"TILL&SAP",36,"DRY",20,0.021,153,0.122,0.41,1.11,12.4,0.015,0.015,1970,0.068,0.19,1.24,4.52,192,0.068,3620,0.35,747,838,0.085,21.9,1.84,1110,3.61,0.2,0.1,17.6,740,0.053,0.05,0.4,150,4.53,0.024,0.056,0.011,1.54,0.05,23.3
"407",530,764267.6,7595234,190,"RUS","FLAT","PLAIN","TOPFLAT","LICHEN","PIBI","BOREAL_FOREST",950718,"Smirnov","HSSC",20,"FLUVG",29,"DRY",17,0.133,358,0.579,0.63,4.55,19.9,0.015,0.054,2760,0.517,2.2,1.15,44.3,958,0.061,5200,0.7,1280,525,0.292,116,42.6,1470,4.12,7.53,1.5,8.05,946,0.085,0.05,0.4,267,15.9,0.048,0.021,0.031,4.52,0.1,42.5
"408",531,465214.2,7430200,255,"FIN","SE","PLAIN","CONVLOW","MOSS","PIBI","BOREAL_FOREST",950711,"VGHNMA","HSSC",7,"TILL",40,"MIX",11,0.025,282,0.132,0.19,1.18,30.7,0.015,0.013,2480,0.082,0.23,1.08,4.72,198,0.058,3890,0.35,798,547,0.122,19.1,1.68,1270,4.36,0.23,0.1,20.6,862,0.054,0.05,0.4,159,8.35,0.027,0.078,0.016,1.65,0.05,27.1
"409",532,642530.1,7687554,210,"RUS","S","LOWMO","CONCLOW","MOSS","BIRCHdense","FOREST_TUNDRA",950816,"Pavlov","HSDC",52,"TILL",33,"MIX",16,0.037,152,0.698,0.17,5.5,18.8,0.015,0.024,3260,0.134,2.65,1.67,51.3,598,0.034,6620,0.35,1200,659,0.043,221,92.2,1990,2.27,1.17,0.3,18.3,1360,0.097,0.05,0.4,231,9.12,0.012,0.013,0.002,1.31,0.05,37.5
"410",534,699810.2,7648750,140,"RUS","NW","RIDGE","LOWBRLOW","MOSS","PIBI","BOREAL_FOREST",950818,"Semenov","HSDR",22,"FLUVG",38,"DRY",15,0.036,164,0.23,0.11,7.84,16.3,0.015,0.016,2630,0.087,0.63,0.51,13.1,195,0.039,5010,0.35,1260,445,0.083,101,15,1600,1.49,1.06,0.1,8.91,993,0.029,0.05,0.4,155,9,0.031,0.012,0.007,1.43,0.05,48.8
"411",535,641315,7499424,370,"RUS","FLAT","PLAIN","FLAT","MOSS","PINE","BOREAL_FOREST",950804,"Smirnov","HSDC",1,"TILL",26,"MIX",15,0.049,683,0.249,0.2,5.14,29.7,0.04,0.039,4730,0.118,1.26,1.72,11.7,1390,0.046,4270,2.3,1920,285,0.132,73.4,13,1670,2.7,0.84,0.1,16.2,939,0.043,0.2,0.4,482,43.7,0.197,0.045,0.077,20,0.4,20.1
